facility,time,tavg_C,tavg_F,tmin_C,tmin_F,tmax_C,tmax_F,prcp,snow,wdir,wspd,wpgt,pres,tsun
JAX,6/28/2024,26.7,80.06,22.8,73.04,33.3,91.94,86.4,0,206,7.6,,1015,
JAX,6/29/2024,27,80.6,23.9,75.02,32.2,89.96,11.9,0,93,5.8,,1019.4,
JAX,6/30/2024,29,84.2,23.9,75.02,33.3,91.94,0,0,258,10.1,,1018.6,
JAX,7/1/2024,28.1,82.58,24.4,75.92,32.8,91.04,0,0,207,10.4,,1015,
JAX,7/2/2024,27.1,80.78,23.3,73.94,32.2,89.96,34.5,0,48,7.2,,1017.3,
JAX,7/3/2024,29.1,84.38,25,77,33.9,93.02,10.7,0,84,8.6,,1018.4,
JAX,7/4/2024,28.5,83.3,25,77,32.8,91.04,0,0,61,7.9,,1016.2,
JAX,7/5/2024,29.2,84.56,24.4,75.92,33.9,93.02,0,0,150,9.4,,1013.8,
JAX,7/6/2024,28.6,83.48,24.4,75.92,32.8,91.04,0,0,153,11.5,,1014.2,
JAX,7/7/2024,28.8,83.84,25.6,78.08,33.3,91.94,0,0,144,10.8,,1015.3,
JAX,7/8/2024,27.9,82.22,23.9,75.02,34.4,93.92,49.5,0,169,9,,1016.8,
JAX,7/9/2024,26.9,80.42,23.9,75.02,34.4,93.92,0,0,283,9.7,,1016,
JAX,7/10/2024,28,82.4,23.9,75.02,32.2,89.96,15,0,261,12.2,,1014.6,
JAX,7/11/2024,28.2,82.76,24.4,75.92,33.9,93.02,0,0,308,9,,1013.8,
JAX,7/12/2024,29.3,84.74,23.9,75.02,35,95,0,0,297,9.4,,1016.5,
JAX,7/13/2024,30.4,86.72,26.1,78.98,35,95,0,0,238,11.2,,1020.4,
JAX,7/14/2024,29.3,84.74,26.1,78.98,33.9,93.02,0,0,211,11.9,,1020,
JAX,7/15/2024,28.6,83.48,25,77,35,95,0,0,242,7.9,,1018,
JAX,7/16/2024,27.4,81.32,24.4,75.92,33.3,91.94,0.3,0,194,7.9,,1017.5,
JAX,7/17/2024,27.4,81.32,23.9,75.02,33.3,91.94,0,0,199,9,,1017.9,
JAX,7/18/2024,26.9,80.42,23.9,75.02,33.9,93.02,14,0,227,6.5,,1017.7,
JAX,7/19/2024,26.9,80.42,23.3,73.94,32.8,91.04,7.6,0,147,8.6,,1018.3,
JAX,7/20/2024,26.9,80.42,23.3,73.94,33.3,91.94,9.1,0,157,9.7,,1019.3,
JAX,7/21/2024,26.8,80.24,22.8,73.04,32.2,89.96,0,0,119,8.3,,1018.3,
JAX,7/22/2024,27.2,80.96,23.9,75.02,32.8,91.04,1,0,168,6.1,,1017.5,
JAX,7/23/2024,27.9,82.22,23.9,75.02,32.8,91.04,0,0,112,9.7,,1019.4,
JAX,7/24/2024,28.7,83.66,23.9,75.02,32.8,91.04,0.5,0,175,11.5,,1022,
JAX,7/25/2024,27,80.6,23.9,75.02,32.2,89.96,29.2,0,115,5,,1021.3,
JAX,7/26/2024,26.9,80.42,24.4,75.92,32.8,91.04,25.1,0,319,6.1,,1017.7,
JAX,7/27/2024,27.3,81.14,23.9,75.02,33.9,93.02,16.5,0,7,6.5,,1016.9,
JAX,7/28/2024,27.6,81.68,24.4,75.92,30.6,87.08,0,0,55,9.7,,1018.9,
JAX,7/29/2024,27.2,80.96,22.8,73.04,31.7,89.06,3,0,49,7.2,,1018.7,
JAX,7/30/2024,27.3,81.14,22.2,71.96,33.9,93.02,2.3,0,229,7.9,,1017.3,
JAX,7/31/2024,29.2,84.56,24.4,75.92,34.4,93.92,26.4,0,289,7.9,,1018.2,
JAX,8/1/2024,27.9,82.22,23.9,75.02,34.4,93.92,0,0,2,7.6,,1019.2,
JAX,8/2/2024,28.1,82.58,25,77,33.3,91.94,0.5,0,221,7.9,,1017.8,
JAX,8/3/2024,28.2,82.76,23.9,75.02,32.8,91.04,0,0,185,11.5,,1015.3,
JAX,8/4/2024,27.8,82.04,23.9,75.02,31.7,89.06,15,0,112,12.6,,1014.9,
JAX,8/5/2024,25.9,78.62,23.9,75.02,27.2,80.96,66.8,0,146,31.7,,1007.8,
JAX,8/6/2024,24.2,75.56,23.3,73.94,27.8,82.04,11.7,0,246,26.3,,1005.1,
JAX,8/7/2024,27.6,81.68,24.4,75.92,32.8,91.04,29.2,0,276,16.2,,1004,
JAX,8/8/2024,29.2,84.56,25,77,36.1,96.98,0,0,235,13,,1005.9,
JAX,8/9/2024,30.4,86.72,27.2,80.96,35.6,96.08,0,0,239,11.2,,1011.9,
JAX,8/10/2024,29.3,84.74,26.7,80.06,33.3,91.94,0,0,220,13.7,,1016.1,
JAX,8/11/2024,28.7,83.66,25,77,33.3,91.94,0.5,0,211,9.4,,1016.5,
JAX,8/12/2024,27.6,81.68,24.4,75.92,33.9,93.02,6.4,0,246,7.6,,1016.2,
JAX,8/13/2024,29.9,85.82,26.1,78.98,35.6,96.08,0,0,255,8.3,,1015.5,
JAX,8/14/2024,28.7,83.66,25,77,32.2,89.96,1,0,13,12.2,,1015.2,
JAX,8/15/2024,27.9,82.22,25,77,30.6,87.08,0,0,67,13.3,,1016.1,
JAX,8/16/2024,26.6,79.88,21.7,71.06,30.6,87.08,0,0,39,8.6,,1017.4,
JAX,8/17/2024,26.2,79.16,21.1,69.98,32.2,89.96,0,0,33,4.7,,1016.2,
JAX,8/18/2024,28.2,82.76,23.3,73.94,34.4,93.92,0,0,220,10.8,,1013.7,
JAX,8/19/2024,29.9,85.82,24.4,75.92,34.4,93.92,40.6,0,266,11.9,,1011.8,
JAX,8/20/2024,27.8,82.04,25,77,33.3,91.94,0,0,348,6.8,,1012.1,
JAX,8/21/2024,27.9,82.22,24.4,75.92,31.7,89.06,0,0,68,11.5,,1015.3,
JAX,8/22/2024,27.1,80.78,24.4,75.92,30,86,0.3,0,50,17.3,,1017.5,
JAX,8/23/2024,26.1,78.98,22.8,73.04,28.9,84.02,42.4,0,26,9.7,,1019,
JAX,8/24/2024,25.4,77.72,22.8,73.04,28.9,84.02,55.6,0,8,12.2,,1019.1,
JAX,8/25/2024,26.5,79.7,23.9,75.02,30,86,82,0,33,9,,1019.1,
JAX,8/26/2024,26.9,80.42,24.4,75.92,31.1,87.98,14.2,0,17,7.2,,1019.6,
JAX,8/27/2024,27.6,81.68,24.4,75.92,31.7,89.06,1.8,0,44,5.8,,1019.1,
JAX,8/28/2024,27.8,82.04,24.4,75.92,32.2,89.96,0,0,40,6.1,,1019.3,
JAX,8/29/2024,28.1,82.58,23.9,75.02,32.2,89.96,0,0,100,7.6,,1020,
JAX,8/30/2024,27.9,82.22,24.4,75.92,31.7,89.06,0,0,52,7.9,,1019.4,
JAX,8/31/2024,27.7,81.86,23.9,75.02,32.2,89.96,0,0,57,7.6,,1017.1,
JAX,9/1/2024,27.2,80.96,23.9,75.02,31.7,89.06,3.6,0,64,9.4,,1014.3,
JAX,9/2/2024,28,82.4,24.4,75.92,33.9,93.02,0,0,183,9.4,,1013.5,
JAX,9/3/2024,26.5,79.7,23.9,75.02,30.6,87.08,29,0,22,15.5,,1016.1,
JAX,9/4/2024,26.3,79.34,24.4,75.92,28.3,82.94,27.7,0,46,15.5,,1018.6,
JAX,9/5/2024,26.2,79.16,24.4,75.92,29.4,84.92,18.3,0,32,7.2,,1017.4,
JAX,9/6/2024,26.3,79.34,24.4,75.92,31.7,89.06,1.8,0,342,5.8,,1014.1,
JAX,9/7/2024,25.8,78.44,23.9,75.02,28.9,84.02,1,0,16,4.7,,1011.9,
JAX,9/8/2024,25.6,78.08,23.9,75.02,27.8,82.04,27.2,0,28,7.6,,1014.2,
JAX,9/9/2024,25.3,77.54,23.9,75.02,27.8,82.04,58.4,0,31,11.2,,1016.8,
JAX,9/10/2024,26.1,78.98,24.4,75.92,28.9,84.02,5.3,0,52,18.7,,1015.7,
JAX,9/11/2024,25.4,77.72,23.3,73.94,26.7,80.06,42.7,0,89,13.7,,1014.1,
JAX,9/12/2024,25.7,78.26,23.3,73.94,27.2,80.96,46.7,0,84,12.2,,1013.1,
JAX,9/13/2024,25.6,78.08,22.8,73.04,28.9,84.02,0.3,0,24,7.9,,1013.2,
JAX,9/14/2024,26.1,78.98,23.9,75.02,29.4,84.92,0.3,0,28,11.5,,1012.6,
JAX,9/15/2024,25.7,78.26,24.4,75.92,27.8,82.04,5.3,0,19,16.9,,1012.7,
JAX,9/16/2024,24.6,76.28,21.7,71.06,26.7,80.06,1,0,19,10.8,,1013.7,
JAX,9/17/2024,23.9,75.02,20,68,28.9,84.02,0,0,28,5,,1014.1,
JAX,9/18/2024,25.4,77.72,22.2,71.96,31.7,89.06,18,0,2,5.8,,1012.8,
JAX,9/19/2024,25.7,78.26,22.2,71.96,30.6,87.08,0,0,8,5,,1011.3,
JAX,9/20/2024,25.8,78.44,22.8,73.04,28.9,84.02,0,0,30,6.8,,1011.3,
JAX,9/21/2024,25.6,78.08,21.1,69.98,29.4,84.92,0,0,22,10.1,,1013.6,
JAX,9/22/2024,24.9,76.82,20.6,69.08,30.6,87.08,0,0,13,5.8,,1013.5,
JAX,9/23/2024,25.9,78.62,21.7,71.06,31.7,89.06,0,0,58,4.7,,1013.8,
JAX,9/24/2024,26.3,79.34,21.7,71.06,31.1,87.98,0,0,92,9,,1014.2,
JAX,9/25/2024,26.3,79.34,21.7,71.06,31.1,87.98,3.6,0,128,11.9,,1012.5,
JAX,9/26/2024,27.3,81.14,25.6,78.08,30,86,12.2,0,139,28.1,,1005.1,
JAX,9/27/2024,28.7,83.66,24.4,75.92,32.2,89.96,9.1,0,213,24.5,,1003.1,
JAX,9/28/2024,26.1,78.98,22.8,73.04,30.6,87.08,2.5,0,207,9.4,,1011.4,
JAX,9/29/2024,27.1,80.78,22.2,71.96,31.7,89.06,0,0,242,8.6,,1012.4,
OKC,10/1/2023,26.6,79.88,18.9,66.02,32.8,91.04,0,0,154,17.9,,1018.1,
OKC,10/2/2023,25.9,78.62,18.3,64.94,31.1,87.98,0,0,155,18.2,,1016.5,
OKC,10/3/2023,25.9,78.62,21.7,71.06,31.1,87.98,0,0,165,25.2,,1012.2,
OKC,10/4/2023,22.7,72.86,18.9,66.02,26.1,78.98,5.5,0,135,15.3,,1011.3,
OKC,10/5/2023,20.9,69.62,17.2,62.96,27.8,82.04,0,0,348,9.7,,1016.9,
OKC,10/6/2023,16.6,61.88,11.1,51.98,22.2,71.96,0,0,7,16.6,,1023.5,
OKC,10/7/2023,12.2,53.96,5,41,18.3,64.94,0,0,358,7.6,,1027,
OKC,10/8/2023,17,62.6,7.2,44.96,26.1,78.98,0,0,201,17.5,,1017.3,
OKC,10/9/2023,20.2,68.36,11.1,51.98,28.9,84.02,0,0,87,12.4,,1010.4,
OKC,10/10/2023,22.6,72.68,15.6,60.08,31.7,89.06,0,0,142,15.7,,1007.1,
OKC,10/11/2023,21.5,70.7,17.2,62.96,27.8,82.04,0,0,173,30.2,,1001.6,
OKC,10/12/2023,20.8,69.44,18.3,64.94,25.6,78.08,0,0,166,37.4,,999.3,
OKC,10/13/2023,17.3,63.14,11.7,53.06,21.1,69.98,0,0,313,23.8,,1010.7,
OKC,10/14/2023,12.3,54.14,8.3,46.94,17.8,64.04,0,0,325,21.1,,1021.8,
OKC,10/15/2023,11.7,53.06,7.2,44.96,16.1,60.98,0,0,350,19.4,,1025.6,
OKC,10/16/2023,9.9,49.82,3.9,39.02,17.8,64.04,0,0,340,9.3,,1026,
OKC,10/17/2023,14,57.2,2.8,37.04,24.4,75.92,0,0,188,16.8,,1018,
OKC,10/18/2023,18.7,65.66,11.7,53.06,27.8,82.04,0,0,225,19.4,,1011.9,
OKC,10/19/2023,16.9,62.42,7.2,44.96,28.9,84.02,0,0,291,8.3,,1014.7,
OKC,10/20/2023,20.6,69.08,12.2,53.96,30.6,87.08,0,0,251,7.3,,1012.3,
OKC,10/21/2023,23.5,74.3,15.6,60.08,32.8,91.04,0,0,194,13.1,,1009.8,
OKC,10/22/2023,22.9,73.22,16.7,62.06,30.6,87.08,0,0,155,19.5,,1010.7,
OKC,10/23/2023,22.5,72.5,18.9,66.02,26.7,80.06,0,0,167,28,,1010.9,
OKC,10/24/2023,20.5,68.9,17.2,62.96,22.2,71.96,28.3,0,166,27.4,,1010.6,
OKC,10/25/2023,21.3,70.34,18.3,64.94,23.3,73.94,5.2,0,173,26.3,,1011.9,
OKC,10/26/2023,22.5,72.5,18.9,66.02,28.3,82.94,0,0,180,25.2,,1009.9,
OKC,10/27/2023,13.9,57.02,8.9,48.02,23.3,73.94,0,0,350,24.5,,1018.5,
OKC,10/28/2023,7.2,44.96,3.3,37.94,9.4,48.92,1.7,0,16,20.2,,1020.9,
OKC,10/29/2023,2.2,35.96,1.1,33.98,3.3,37.94,27.5,0,359,27.7,,1024.9,
OKC,10/30/2023,2.4,36.32,-1.7,28.94,7.2,44.96,0,0,355,17.1,,1030.7,
OKC,10/31/2023,2.2,35.96,-3.9,24.98,8.3,46.94,0,0,337,18.9,,1031.2,
OKC,11/1/2023,5,41,-3.3,26.06,13.3,55.94,0,0,172,18.4,,1029.2,
OKC,11/2/2023,10.4,50.72,2.8,37.04,18.9,66.02,0,0,177,26.6,,1022.9,
OKC,11/3/2023,14,57.2,6.1,42.98,22.2,71.96,0,0,182,23.7,,1019,
OKC,11/4/2023,16.6,61.88,11.1,51.98,23.3,73.94,0,0,171,13.4,,1019,
OKC,11/5/2023,17.7,63.86,10.6,51.08,25.6,78.08,0,0,179,16.6,,1015.8,
OKC,11/6/2023,19.7,67.46,13.9,57.02,26.7,80.06,0,0,196,20.9,,1008.6,
OKC,11/7/2023,21.8,71.24,12.8,55.04,30,86,0,0,188,23.6,,1006.1,
OKC,11/8/2023,19.3,66.74,13.3,55.94,26.7,80.06,0,0,268,23.3,,1008.2,
OKC,11/9/2023,11.4,52.52,7.8,46.04,12.8,55.04,0,0,18,20.9,,1020.6,
OKC,11/10/2023,10.7,51.26,1.7,35.06,17.8,64.04,0,0,44,10.6,,1024.4,
OKC,11/11/2023,12.5,54.5,8.3,46.94,16.1,60.98,0,0,155,9.7,,1024.6,
OKC,11/12/2023,11.9,53.42,3.9,39.02,20.6,69.08,0,0,204,10.1,,1026,
OKC,11/13/2023,12.8,55.04,5,41,21.1,69.98,0,0,171,5.4,,1027.9,
OKC,11/14/2023,12.2,53.96,4.4,39.92,20.6,69.08,0,0,185,11.5,,1023.3,
OKC,11/15/2023,13.9,57.02,6.7,44.06,22.2,71.96,0,0,177,13.2,,1021.1,
OKC,11/16/2023,13.4,56.12,8.9,48.02,18.3,64.94,0,0,175,25.2,,1014,
OKC,11/17/2023,12.1,53.78,8.3,46.94,16.1,60.98,0,0,354,15.1,,1016,
OKC,11/18/2023,11,51.8,2.2,35.96,20,68,0,0,201,9.5,,1018.4,
OKC,11/19/2023,13.5,56.3,12.2,53.96,15,59,20.3,0,165,25.3,,1007.5,
OKC,11/20/2023,11.8,53.24,7.8,46.04,15.6,60.08,0,0,2,23.6,,1008.1,
OKC,11/21/2023,8.3,46.94,2.2,35.96,12.2,53.96,0,0,339,24.1,,1024.1,
OKC,11/22/2023,6,42.8,-1.1,30.02,15,59,0,0,208,8.3,,1022.4,
OKC,11/23/2023,10.9,51.62,5,41,18.9,66.02,0,0,167,16.6,,1016,
OKC,11/24/2023,4.9,40.82,0.6,33.08,9.4,48.92,0,0,23,16.9,,1024,
OKC,11/25/2023,1.6,34.88,-0.6,30.92,6.1,42.98,9.3,0,7,13.8,,1021.2,
OKC,11/26/2023,-0.3,31.46,-5,23,5.6,42.08,0.2,0,304,16,,1024.4,
OKC,11/27/2023,3.1,37.58,-3.3,26.06,12.2,53.96,0,0,270,6,,1027.8,
OKC,11/28/2023,6,42.8,-2.2,28.04,15.6,60.08,0,0,210,15.4,,1025.7,
OKC,11/29/2023,9.8,49.64,3.3,37.94,16.7,62.06,0,0,193,18.3,,1017.2,
OKC,11/30/2023,11.4,52.52,6.7,44.06,13.3,55.94,6.5,0,180,19.3,,1006.6,
OKC,12/1/2023,4.6,40.28,3.3,37.94,7.2,44.96,0,0,313,11.6,,1012.2,
OKC,12/2/2023,4.8,40.64,1.7,35.06,12.8,55.04,0,0,93,10.7,,1013.1,
OKC,12/3/2023,6.6,43.88,-2.8,26.96,16.7,62.06,0,0,242,16.3,,1013.1,
OKC,12/4/2023,5.9,42.62,-1.1,30.02,12.8,55.04,0,0,232,11.9,,1020.3,
OKC,12/5/2023,7.1,44.78,0,32,14.4,57.92,0,0,353,11.1,,1026.2,
OKC,12/6/2023,9.5,49.1,1.7,35.06,17.2,62.96,0,0,183,19.9,,1025.1,
OKC,12/7/2023,14.7,58.46,8.3,46.94,20.6,69.08,0,0,185,31.5,,1009.9,
OKC,12/8/2023,14,57.2,6.7,44.06,19.4,66.92,0,0,235,22.8,,1004.5,
OKC,12/9/2023,6,42.8,1.1,33.98,10,50,0,0,339,18.5,,1020.5,
OKC,12/10/2023,3.3,37.94,-2.8,26.96,10,50,0,0,255,13.3,,1025.1,
OKC,12/11/2023,7.4,45.32,-0.6,30.92,15.6,60.08,0,0,146,10.4,,1021.5,
OKC,12/12/2023,8.8,47.84,1.7,35.06,14.4,57.92,0,0,147,12.6,,1026.8,
OKC,12/13/2023,10.8,51.44,8.3,46.94,13.9,57.02,0,0,117,11.9,,1032,
OKC,12/14/2023,11.2,52.16,6.7,44.06,15,59,1.8,0,123,15.5,,1029.5,
OKC,12/15/2023,8,46.4,4.4,39.92,11.1,51.98,27.6,0,253,13.3,,1022.6,
OKC,12/16/2023,5.4,41.72,1.7,35.06,11.7,53.06,0,0,302,12.3,,1021.9,
OKC,12/17/2023,8.7,47.66,-0.6,30.92,19.4,66.92,0,0,276,10.9,,1018.1,
OKC,12/18/2023,6,42.8,1.1,33.98,10.6,51.08,0,0,2,12.1,,1025.6,
OKC,12/19/2023,7.3,45.14,1.7,35.06,15,59,0,0,169,27.7,,1020.3,
OKC,12/20/2023,10.2,50.36,5.6,42.08,13.9,57.02,0,0,166,25,,1020.2,
OKC,12/21/2023,14.3,57.74,11.7,53.06,16.7,62.06,0,0,178,21.7,,1021.1,
OKC,12/22/2023,14.1,57.38,11.1,51.98,18.3,64.94,0,0,193,15.2,,1019.4,
OKC,12/23/2023,15.2,59.36,12.2,53.96,18.3,64.94,1.2,0,165,22.3,,1014.9,
OKC,12/24/2023,11.5,52.7,3.3,37.94,16.7,62.06,11.2,0,218,22.8,,1008.7,
OKC,12/25/2023,2.8,37.04,-1.1,30.02,6.7,44.06,0,0,306,22.6,,1016.6,
OKC,12/26/2023,4.1,39.38,-1.7,28.94,9.4,48.92,0,0,240,18.7,,1013.1,
OKC,12/27/2023,2.7,36.86,-0.6,30.92,5,41,0,0,333,21.2,,1017.4,
OKC,12/28/2023,1.1,33.98,-2.8,26.96,4.4,39.92,0,0,330,16.4,,1022.2,
OKC,12/29/2023,2.7,36.86,-3.3,26.06,11.1,51.98,0,0,293,14.7,,1021.5,
OKC,12/30/2023,5.4,41.72,-3.3,26.06,16.1,60.98,0,0,228,7.4,,1019.1,
OKC,12/31/2023,3,37.4,0,32,7.8,46.04,0,0,14,19.5,,1021.1,
OKC,1/1/2024,-0.1,31.82,-3.3,26.06,4.4,39.92,0,0,12,10,,1028.7,
OKC,1/2/2024,2.4,36.32,-2.8,26.96,8.9,48.02,0,0,184,9.7,,1023.9,
OKC,1/3/2024,2.8,37.04,-2.8,26.96,10,50,0,0,353,5,,1021.7,
OKC,1/4/2024,6.3,43.34,0.6,33.08,11.7,53.06,1.2,0,114,15.1,,1019.9,
OKC,1/5/2024,4.1,39.38,1.7,35.06,5,41,4.8,0,144,16.6,,1011.5,
OKC,1/6/2024,2.9,37.22,0,32,7.8,46.04,0,0,291,11.5,,1013,
OKC,1/7/2024,5.2,41.36,-3.9,24.98,11.7,53.06,0,0,180,25.4,,1014.5,
OKC,1/8/2024,6.9,44.42,2.8,37.04,10,50,17.6,0,159,26.1,,999.7,
OKC,1/9/2024,-1.2,29.84,-5,23,3.3,37.94,0.5,0,302,27.4,,1007.4,
OKC,1/10/2024,3.3,37.94,-3.3,26.06,13.3,55.94,0,0,204,14.3,,1004.6,
OKC,1/11/2024,8.3,46.94,-4.4,24.08,17.2,62.96,0.4,0,174,21.7,,1001.6,
OKC,1/12/2024,-3.5,25.7,-8.9,15.98,3.3,37.94,0,0,333,25.7,,1010.5,
OKC,1/13/2024,-10,14,-15.6,3.92,-4.4,24.08,0,0,16,26.6,,1020.8,
OKC,1/14/2024,-15.7,3.74,-16.7,1.94,-13.9,6.98,1.2,0,14,20.8,,1029.9,
OKC,1/15/2024,-13.5,7.7,-17.2,1.04,-9.4,15.08,0,0,7,21.8,,1030.7,
OKC,1/16/2024,-10.9,12.38,-16.1,3.02,-5,23,0,0,278,14.7,,1031.5,
OKC,1/17/2024,-0.4,31.28,-7.8,17.96,7.2,44.96,0,0,189,35.2,,1015.9,
OKC,1/18/2024,1.7,35.06,-4.4,24.08,8.9,48.02,0,0,6,17.1,,1014.9,
OKC,1/19/2024,-8.2,17.24,-11.7,10.94,-4.4,24.08,0,0,2,26.7,,1036.3,
OKC,1/20/2024,-6.8,19.76,-11.7,10.94,-1.1,30.02,0,0,71,15,,1035.7,
OKC,1/21/2024,-2,28.4,-5.6,21.92,0,32,0.7,0,162,30,,1025.9,
OKC,1/22/2024,0.2,32.36,-1.1,30.02,1.7,35.06,4.4,0,147,16,,1018.5,
OKC,1/23/2024,3,37.4,1.7,35.06,5,41,0.4,0,15,8,,1017.8,
OKC,1/24/2024,4.1,39.38,2.8,37.04,5.6,42.08,0.6,0,345,11.2,,1018.1,
OKC,1/25/2024,6,42.8,3.3,37.94,8.9,48.02,0,0,296,6.3,,1017.4,
OKC,1/26/2024,6.3,43.34,4.4,39.92,7.2,44.96,11.7,0,60,13.6,,1020,
OKC,1/27/2024,0.8,33.44,-3.3,26.06,4.4,39.92,7.1,0,349,16.6,,1025.5,
OKC,1/28/2024,5.8,42.44,-3.3,26.06,15.6,60.08,0,0,218,8.7,,1027.4,
OKC,1/29/2024,10.8,51.44,1.7,35.06,21.1,69.98,0,0,287,7.7,,1023.5,
OKC,1/30/2024,11.3,52.34,3.9,39.02,18.9,66.02,0,0,323,8.4,,1021.8,
OKC,1/31/2024,12.6,54.68,3.3,37.94,22.2,71.96,0,0,202,12.2,,1021,
OKC,2/1/2024,16.1,60.98,10.6,51.08,23.3,73.94,0,0,182,25.6,,1012.4,
OKC,2/2/2024,14,57.2,11.1,51.98,17.2,62.96,9.3,0,164,24.2,,1006.7,
OKC,2/3/2024,12.4,54.32,10.6,51.08,16.7,62.06,7.1,0,154,21.4,,1000.6,
OKC,2/4/2024,9.1,48.38,7.2,44.96,11.1,51.98,5,0,10,20.4,,1006.7,
OKC,2/5/2024,6.5,43.7,2.8,37.04,11.7,53.06,0,0,355,16.1,,1020.9,
OKC,2/6/2024,8.2,46.76,-1.1,30.02,17.2,62.96,0,0,188,10.8,,1020.1,
OKC,2/7/2024,13.3,55.94,8.3,46.94,17.8,64.04,0,0,167,27.5,,1011.8,
OKC,2/8/2024,14.4,57.92,10,50,20,68,0,0,204,27.3,,1008.4,
OKC,2/9/2024,11,51.8,6.7,44.06,17.2,62.96,0,0,206,16.5,,1010.6,
OKC,2/10/2024,6.9,44.42,3.9,39.02,9.4,48.92,0,0,9,17.9,,1013.8,
OKC,2/11/2024,2.6,36.68,0.6,33.08,3.9,39.02,16.4,0,12,24.5,,1014.9,
OKC,2/12/2024,3.3,37.94,0,32,10.6,51.08,3.7,50,297,13.3,,1017.7,
OKC,2/13/2024,7,44.6,-1.1,30.02,15.6,60.08,0,0,195,16.9,,1018.9,
OKC,2/14/2024,12.5,54.5,5.6,42.08,20,68,0,0,185,27.3,,1015.7,
OKC,2/15/2024,7.9,46.22,3.3,37.94,13.3,55.94,0,0,353,15,,1018.2,
OKC,2/16/2024,3.7,38.66,-0.6,30.92,7.8,46.04,0,0,358,26.6,,1018.4,
OKC,2/17/2024,-3,26.6,-5.6,21.92,-0.6,30.92,0,0,352,18.8,,1029.9,
OKC,2/18/2024,2.7,36.86,-6.1,21.02,11.7,53.06,0,0,210,14.6,,1021.8,
OKC,2/19/2024,7.9,46.22,1.7,35.06,17.2,62.96,0,0,204,15.4,,1016.7,
OKC,2/20/2024,13.6,56.48,1.7,35.06,25.6,78.08,0,0,192,16.3,,1017.9,
OKC,2/21/2024,17.8,64.04,10,50,27.2,80.96,0,0,194,22.1,,1009.6,
OKC,2/22/2024,14.6,58.28,10,50,21.1,69.98,0,0,313,22,,1008.4,
OKC,2/23/2024,12.2,53.96,6.1,42.98,20,68,0,0,298,14.7,,1017.8,
OKC,2/24/2024,12.8,55.04,2.2,35.96,22.2,71.96,0,0,207,13.5,,1017.3,
OKC,2/25/2024,16.1,60.98,10,50,23.3,73.94,0,0,191,11.8,,1009.8,
OKC,2/26/2024,19.7,67.46,9.4,48.92,30,86,0,0,216,19,,1004.1,
OKC,2/27/2024,18.7,65.66,3.3,37.94,26.7,80.06,0,0,238,28.8,,1000,
OKC,2/28/2024,1.6,34.88,-3.9,24.98,7.8,46.04,0,0,9,20.8,,1026.5,
OKC,2/29/2024,3,37.4,0,32,9.4,48.92,5.1,0,168,16.7,,1026.3,
OKC,3/1/2024,7.4,45.32,1.1,33.98,15,59,0,0,163,21.2,,1016.4,
OKC,3/2/2024,16.9,62.42,7.8,46.04,27.2,80.96,0,0,179,28.3,,1008.9,
OKC,3/3/2024,20.8,69.44,15.6,60.08,27.8,82.04,0,0,184,30.5,,1005,
OKC,3/4/2024,18.2,64.76,9.4,48.92,25,77,0,0,233,24.3,,1006.4,
OKC,3/5/2024,10.4,50.72,5,41,16.7,62.06,0,0,4,18.5,,1013.4,
OKC,3/6/2024,13.2,55.76,6.7,44.06,20.6,69.08,0,0,41,9.8,,1012.3,
OKC,3/7/2024,18.3,64.94,12.2,53.96,25,77,9.2,0,178,21,,1005.2,
OKC,3/8/2024,7,44.6,2.2,35.96,13.3,55.94,12.6,0,339,27.6,,1012.9,
OKC,3/9/2024,6.5,43.7,2.2,35.96,12.2,53.96,0,0,344,18.7,,1023,
OKC,3/10/2024,9.1,48.38,0,32,17.8,64.04,0,0,203,15.6,,1022.9,
OKC,3/11/2024,13.5,56.3,6.7,44.06,21.1,69.98,0,0,191,23.9,,1019.1,
OKC,3/12/2024,17.6,63.68,11.7,53.06,24.4,75.92,0,0,192,29.5,,1010.2,
OKC,3/13/2024,20.4,68.72,13.9,57.02,27.8,82.04,0,0,183,26.8,,1003.3,
OKC,3/14/2024,20.3,68.54,14.4,57.92,24.4,75.92,0,0,282,21.7,,1006.8,
OKC,3/15/2024,12,53.6,8.3,46.94,16.1,60.98,0,0,0,21.9,,1019.7,
OKC,3/16/2024,10.4,50.72,3.3,37.94,15.6,60.08,1.3,0,344,6.6,,1018,
OKC,3/17/2024,13.1,55.58,6.7,44.06,17.2,62.96,0.5,0,12,21.9,,1018.2,
OKC,3/18/2024,5.8,42.44,1.1,33.98,11.1,51.98,0,0,20,14.1,,1026.3,
OKC,3/19/2024,12.3,54.14,2.2,35.96,22.2,71.96,0,0,205,25,,1018.6,
OKC,3/20/2024,17.1,62.78,9.4,48.92,24.4,75.92,0.4,0,185,19.1,,1013,
OKC,3/21/2024,14.5,58.1,12.2,53.96,16.7,62.06,30.3,0,79,12.8,,1012.9,
OKC,3/22/2024,13.9,57.02,10,50,17.8,64.04,0.8,0,22,19.2,,1013.9,
OKC,3/23/2024,9.2,48.56,1.7,35.06,16.7,62.06,0,0,79,18.4,,1018.7,
OKC,3/24/2024,13.7,56.66,12.2,53.96,16.7,62.06,3.7,0,156,38.9,,1000.7,
OKC,3/25/2024,9.4,48.92,2.2,35.96,14.4,57.92,0,0,261,24.3,,998.3,
